date,tip_import,iso,pais,pais_lat,pais_lng,distr_code,distr_name,cty_ref,cty_lat,cty_lng,titulo,chap,fob,flete,insurance,cif,salvaguardia,salvaguardia_espec,fodinfa,ice_advalorem,ice_espec,iva,advalorem,advalorem_espec,duties
2019-01,IMP.GRAL.,AE,Emiratos Arabes Unidos,23.424076,53.847818,019,Guayaquil-Aereo,Guayaquil,-2.1833,-79.8833," Manufacturas de fundición, hierro o acero",73,6.32,0.132,0.063,6.515,0.0,0.0,0.03,0.0,0.0,0.9,0.98,0.0,1.9100000000000001
2019-01,IMP.GRAL.,AE,Emiratos Arabes Unidos,23.424076,53.847818,019,Guayaquil-Aereo,Guayaquil,-2.1833,-79.8833," Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos",84,70.78,1.483,0.708,72.971,0.0,0.0,0.36,0.0,0.0,8.8,0.0,0.0,9.16
2019-01,IMP.GRAL.,AE,Emiratos Arabes Unidos,23.424076,53.847818,028,Guayaquil-Maritimo,Guayaquil,-2.1833,-79.8833, Caucho y sus manufacturas,40,9798.996,328.606,18.776,10146.377999999999,0.0,0.0,50.71,0.0,0.0,1406.27,1521.96,0.0,2978.94
2019-01,IMP.GRAL.,AE,Emiratos Arabes Unidos,23.424076,53.847818,028,Guayaquil-Maritimo,Guayaquil,-2.1833,-79.8833," Instrumentos y aparatos de óptica, fotografía o cinematografía, de medida, control o precisión; instrumentos y aparatos medicoquirúrgicos; partes y accesorios de estos instrumentos o aparatos",90,11226.314,361.32700000000006,23.479000000000003,11611.119999999999,0.0,0.0,58.050000000000004,0.0,0.0,1469.96,580.56,0.0,2108.57
2019-01,IMP.GRAL.,AE,Emiratos Arabes Unidos,23.424076,53.847818,028,Guayaquil-Maritimo,Guayaquil,-2.1833,-79.8833, Manufacturas diversas de metal común,83,718.1500000000001,24.29,1.234,743.674,0.0,0.0,3.71,0.0,0.0,103.06,111.56,0.0,218.32999999999998
2019-01,IMP.GRAL.,AE,Emiratos Arabes Unidos,23.424076,53.847818,028,Guayaquil-Maritimo,Guayaquil,-2.1833,-79.8833," Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos",85,3477.63,118.21000000000001,5.84,3601.6800000000003,0.0,0.0,18.009999999999998,0.0,0.0,437.57,26.73,0.0,482.30999999999995
2019-01,IMP.GRAL.,AE,Emiratos Arabes Unidos,23.424076,53.847818,028,Guayaquil-Maritimo,Guayaquil,-2.1833,-79.8833, Plástico y sus manufacturas,39,455348.1,0.0,651.83,455999.93,0.0,0.0,2434.1,0.0,0.0,58710.71,1.65,0.0,61146.46
2019-01,IMP.GRAL.,AE,Emiratos Arabes Unidos,23.424076,53.847818,028,Guayaquil-Maritimo,Guayaquil,-2.1833,-79.8833," Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos",84,7968.928000000001,260.15000000000003,15.835,8244.913,0.0,0.0,41.23,0.0,0.0,1063.39,575.2900000000001,0.0,1679.91
2019-01,IMP.GRAL.,AE,Emiratos Arabes Unidos,23.424076,53.847818,028,Guayaquil-Maritimo,Guayaquil,-2.1833,-79.8833," Vehículos automóviles, tractores, velocípedos y demás vehículos terrestres; sus partes y accesorios",87,8770.657,338.971,16.967,9126.595000000001,0.0,0.0,45.64,0.0,0.0,1192.3600000000001,764.04,0.0,2002.04
2019-01,IMP.GRAL.,AN,Antillas Holandesas,12.226079,-69.060087,019,Guayaquil-Aereo,Guayaquil,-2.1833,-79.8833," Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos",84,840.77,0.0,0.0,840.77,0.0,0.0,4.41,0.0,0.0,106.39,0.0,0.0,110.8
2019-01,IMP.GRAL.,AN,Antillas Holandesas,12.226079,-69.060087,028,Guayaquil-Maritimo,Guayaquil,-2.1833,-79.8833, Barcos y demás artefactos flotantes,89,659978.32,63400.0,6599.78,729978.1,0.0,0.0,3649.89,0.0,0.0,92415.23,36498.91,0.0,132564.03
2019-01,IMP.GRAL.,AR,Argentina,-38.416097,-63.616672,019,Guayaquil-Aereo,Guayaquil,-2.1833,-79.8833, Caucho y sus manufacturas,40,1817.38,248.42000000000002,19.124000000000002,2084.924,0.0,0.0,10.43,0.0,0.0,305.02,446.40000000000003,0.0,761.85
2019-01,IMP.GRAL.,AR,Argentina,-38.416097,-63.616672,019,Guayaquil-Aereo,Guayaquil,-2.1833,-79.8833, Cobre y sus manufacturas,74,3819.43,410.44,4.54,4234.41,0.0,0.0,21.17,0.0,0.0,510.67,0.0,0.0,531.84
2019-01,IMP.GRAL.,AR,Argentina,-38.416097,-63.616672,019,Guayaquil-Aereo,Guayaquil,-2.1833,-79.8833," Gomas, resinas y demás jugos y extractos vegetales",13,2100.0,743.0,21.0,2864.0,0.0,0.0,14.32,0.0,0.0,345.4,0.0,0.0,359.71999999999997
2019-01,IMP.GRAL.,AR,Argentina,-38.416097,-63.616672,019,Guayaquil-Aereo,Guayaquil,-2.1833,-79.8833," Instrumentos y aparatos de óptica, fotografía o cinematografía, de medida, control o precisión; instrumentos y aparatos medicoquirúrgicos; partes y accesorios de estos instrumentos o aparatos",90,221.057,40.0,1.573,262.63,0.0,0.0,1.31,0.0,0.0,33.25,13.13,0.0,47.690000000000005
2019-01,IMP.GRAL.,AR,Argentina,-38.416097,-63.616672,019,Guayaquil-Aereo,Guayaquil,-2.1833,-79.8833, Manufacturas diversas,96,136.0,5.641,1.416,143.057,0.0,0.0,0.72,0.0,0.0,19.83,21.46,0.0,42.01
2019-01,IMP.GRAL.,AR,Argentina,-38.416097,-63.616672,019,Guayaquil-Aereo,Guayaquil,-2.1833,-79.8833," Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos",85,237.0,0.0,3.13,240.13,0.0,0.0,1.62,0.0,0.0,45.02,48.72,0.0,95.36
2019-01,IMP.GRAL.,AR,Argentina,-38.416097,-63.616672,019,Guayaquil-Aereo,Guayaquil,-2.1833,-79.8833," Papel y cartón; manufacturas de pasta de celulosa, papel o cartón",48,20.51,3.01,0.35,23.87,0.0,0.0,0.12,0.0,0.0,3.66,7.01,0.0,10.79
2019-01,IMP.GRAL.,AR,Argentina,-38.416097,-63.616672,019,Guayaquil-Aereo,Guayaquil,-2.1833,-79.8833, Productos farmacéuticos,30,48273.6,1568.597,245.765,50087.962,0.0,0.0,250.44,0.0,0.0,0.0,0.0,0.0,250.44
2019-01,IMP.GRAL.,AR,Argentina,-38.416097,-63.616672,019,Guayaquil-Aereo,Guayaquil,-2.1833,-79.8833, Productos químicos orgánicos,29,106268.74,1065.39,0.11,107334.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01,IMP.GRAL.,AR,Argentina,-38.416097,-63.616672,019,Guayaquil-Aereo,Guayaquil,-2.1833,-79.8833," Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos",84,453.38,28.1,0.36,481.84,0.0,0.0,2.41,0.0,0.0,58.11,0.0,0.0,60.519999999999996
2019-01,IMP.GRAL.,AR,Argentina,-38.416097,-63.616672,019,Guayaquil-Aereo,Guayaquil,-2.1833,-79.8833," Telas impregnadas, recubiertas, revestidas o estratificadas; artículos técnicos de materia textil",59,22844.0,631.5,33.16,23508.66,0.0,0.0,117.54,0.0,0.0,2835.14,0.0,0.0,2952.68
2019-01,IMP.GRAL.,AR,Argentina,-38.416097,-63.616672,019,Guayaquil-Aereo,Guayaquil,-2.1833,-79.8833," Vehículos automóviles, tractores, velocípedos y demás vehículos terrestres; sus partes y accesorios",87,496.8,534.22,5.76,1036.78,0.0,0.0,5.19,0.0,0.0,143.7,155.52,0.0,304.40999999999997
2019-01,IMP.GRAL.,AR,Argentina,-38.416097,-63.616672,019,Guayaquil-Aereo,Guayaquil,-2.1833,-79.8833, Vidrio y sus manufacturas,70,38.925,47.635,0.307,86.867,0.0,0.0,0.43,0.0,0.0,12.04,13.03,0.0,25.5
2019-01,IMP.GRAL.,AR,Argentina,-38.416097,-63.616672,028,Guayaquil-Maritimo,Guayaquil,-2.1833,-79.8833, Azúcares y artículos de confitería,17,58239.572,925.066,34.466,59199.104,0.0,0.0,296.14,0.0,0.0,7142.78,0.0,0.0,7438.92
2019-01,IMP.GRAL.,AR,Argentina,-38.416097,-63.616672,028,Guayaquil-Maritimo,Guayaquil,-2.1833,-79.8833, Caucho y sus manufacturas,40,78341.023,1072.725,48.563,79462.31100000002,0.0,0.0,397.4,0.0,0.0,9586.54,14.030000000000001,0.0,9997.970000000001
