TIPO_IMPORTACION,ESTADO_DECLARACION,FEC_INGRESO,DISTRITO,REGIMEN,SUBPARTIDA,CODIGO_COMPLEMENTARIO,CODIGO_SUPLEMENTARIO,DESCRIPCION_ARANCELARIA,PAIS_ORIGEN,CODIGO_LIBERACION,TRATAMIENTO_PREFERENCIAL,CONVENIO_INTERNACIONAL,TIPO_UNIDAD_FISICA,TIPO_UNIDAD_COMERCIAL,PESO_NETO,FOB,FLETE,SEGURO,CIF,CANTIDAD_FISICA,CANTIDAD_COMERCIAL,SALVAGUARDIA,SALVAGUARDIA_ESPECIFICA,FODINFA,ICE_ADVALOREM,ICE_ESPECIFICO,IVA,ADVALOREM,ADVALOREM_ESPECIFICO
IMP.GRAL.,10-SALIDA AUTORIZADA,2020-11-26,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8708940000,0000,0000,"VOLANTES, COLUMNAS Y CAJAS DE DIRECCIÓN; SUS PARTES",DE-ALEMANIA,NO APLICA,NO APLICA,0800-PROTOCOLO DE ADHESION DEL ECUADOR AL ACUERDO COMERCIAL MULTIPARTES CON LA UNI�N EUROPEA,11-NUMERO DE UNIDADES,SET-SET,0.81,44.21,9.59,0.05,53.85,1,1,0.000,0.000,0.270,0.000,0.000,6.600,0.860,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2020-11-30,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8481809990,0000,0001,"Arancel 0% para válvulas con cuerpo de acero forjado para una presión de trabajo superior de 13.8 Mpa, para amoníaco y dióxido de carbono; y para válvulas de globo de más de 100 mm de diámetro nominal; y para válvulas de guardia para turbinas hidráulicas, de diámetro igual o superior a 6""; siempre que todas estas válvulas sean clasificables en esta subpartida. (RESOLUCION No. 027-2014 PLENO DEL COMEX)",DE-ALEMANIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,15.25,2259.602,238.73,3.56,2501.892,3,3,0.000,0.000,12.510,0.000,0.000,301.730,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2020-11-06,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,7315120090,0000,0000,Las demás,DE-ALEMANIA,NO APLICA,NO APLICA,0800-PROTOCOLO DE ADHESION DEL ECUADOR AL ACUERDO COMERCIAL MULTIPARTES CON LA UNI�N EUROPEA,31-KILOGRAMO BRUTO,U-UNIDAD,24,1615.878,0,5.41,1621.288,36,36,0.000,0.000,8.300,0.000,0.000,210.180,83.010,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2020-10-05,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3822003000,0000,0000,Materiales de referencia certificados,TW-TAIWAN,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,59,53887,0,49.72,53936.72,74,74,0.000,0.000,271.160,0.000,0.000,6540.220,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2020-11-18,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8424901000,0000,0000,"Aspersores y goteros, para sistemas de riego",US-ESTADOS UNIDOS,"0416-TRANSFERENCIAS E IMPORTACIONES CON TARIFA CERO ""IVA"", APLICA TEXTO LEGAL # 5 ART. 55 LRTI (NO APLICA PARA LISTA DE BIENES DEL ANEXO 1 D. E. 1232 - R.O. 393-2S, 31-VII-2008) - Reformado por el Art. 24 de la Ley Orgánica de Simplificación y Progresividad Tributaria (31-DIC-2019)",NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,53.864,4002.8,230.894,42.335,4276.029,1960,1960,0.000,0.000,21.380,0.000,0.000,0.000,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2020-09-22,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8481100000,0000,0000,Válvulas reductoras de presión,JP-JAPON,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,3.8,1524.98,21.782,2.175,1548.937,1,1,0.000,0.000,7.740,0.000,0.000,186.800,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2020-12-10,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8481100000,0000,0000,Válvulas reductoras de presión,MX-MEXICO,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,182.876,4728.24,595.056,5.306,5328.602,58500,58500,0.000,0.000,26.650,0.000,0.000,642.630,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2020-11-07,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8481100000,0000,0000,Válvulas reductoras de presión,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,2.62,496.48,14.64,5.11,516.23,16,16,0.000,0.000,2.580,0.000,0.000,62.260,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2020-11-25,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8511909000,0000,0000,LAS DEMAS,IN-INDIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,0.115,66.2,1.745,0.055,68,1,1,0.000,0.000,0.340,0.000,0.000,8.200,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2020-09-07,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8511909000,0000,0000,LAS DEMAS,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,0.437,112.26,3.83,0.094,116.184,1,1,0.000,0.000,0.580,0.000,0.000,14.010,0.000,0.000
