TIPO_IMPORTACION,ESTADO_DECLARACION,FEC_INGRESO,DISTRITO,REGIMEN,SUBPARTIDA,CODIGO_COMPLEMENTARIO,CODIGO_SUPLEMENTARIO,DESCRIPCION_ARANCELARIA,PAIS_ORIGEN,CODIGO_LIBERACION,TRATAMIENTO_PREFERENCIAL,CONVENIO_INTERNACIONAL,TIPO_UNIDAD_FISICA,TIPO_UNIDAD_COMERCIAL,PESO_NETO,FOB,FLETE,SEGURO,CIF,CANTIDAD_FISICA,CANTIDAD_COMERCIAL,SALVAGUARDIA,SALVAGUARDIA_ESPECIFICA,FODINFA,ICE_ADVALOREM,ICE_ESPECIFICO,IVA,ADVALOREM,ADVALOREM_ESPECIFICO
IMP.GRAL.,10-SALIDA AUTORIZADA,2016-03-10,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8413819000,0000,0000,LAS DEMAS,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,6.5,1006.23,11.31,0.76,1018.3,1,1,0.000,0.000,5.090,0.000,0.000,128.920,50.920,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2016-06-22,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3917400000,0000,0000,ACCESORIOS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,7.29,174.92,28.72,2.04,205.68,7.29,16,0.000,0.000,1.040,0.000,0.000,33.260,30.850,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2016-05-23,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,9025119000,0000,0000,LOS DEMAS,ES-ESPAÑA,0656-Exoneración de derechos aduaneros y adicionales del artículo 38 de la Ley de Educación Superior,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,0.85,449.36,2.03,4.52,455.91,9,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2016-02-22,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,SIN ACCESORIOS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,1.7,205.01,2.57,0.15,207.73,2.42,5,0.000,0.000,1.040,0.000,0.000,28.790,31.160,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2016-04-14,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,SIN ACCESORIOS,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,1.7,142.05,2.69,0.11,144.85,1,1,0.000,0.000,0.720,0.000,0.000,20.080,21.730,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2016-03-29,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,SIN ACCESORIOS,TW-TAIWAN,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,3.582,94.57,16.55,0.07,111.19,3.582,7,0.000,0.000,0.560,0.000,0.000,15.410,16.680,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2016-03-04,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8531200000,0000,0000,"TABLEROS INDICADORES CON DISPOSITIVOS DE CRISTAL LIQUIDO (LCD) O DIODOS EMISORES DE LUZ (LED), INCORPORADOS",CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,74.769,3190.8,52.338,32.428,3275.566,17,17,0.000,0.000,16.370,0.000,0.000,395.020,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2016-04-07,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,SIN ACCESORIOS,JP-JAPON,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,0.4,27.58,0.66,0.02,28.26,0.62,1,0.000,0.000,0.140,0.000,0.000,3.920,4.240,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2016-02-02,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3917400000,0000,0000,ACCESORIOS,CO-COLOMBIA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,0.83,419.083,4.15,4.232,427.465,0.996,2,0.000,0.000,2.140,0.000,0.000,59.250,64.120,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2016-06-10,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,SIN ACCESORIOS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,0.4,14.65,0.63,0.02,15.3,3,3,0.000,0.000,0.070,0.000,0.000,2.470,2.300,0.000
