TIPO_IMPORTACION,ESTADO_DECLARACION,FEC_INGRESO,DISTRITO,REGIMEN,SUBPARTIDA,CODIGO_COMPLEMENTARIO,CODIGO_SUPLEMENTARIO,DESCRIPCION_ARANCELARIA,PAIS_ORIGEN,CODIGO_LIBERACION,TRATAMIENTO_PREFERENCIAL,CONVENIO_INTERNACIONAL,TIPO_UNIDAD_FISICA,TIPO_UNIDAD_COMERCIAL,PESO_NETO,FOB,FLETE,SEGURO,CIF,CANTIDAD_FISICA,CANTIDAD_COMERCIAL,SALVAGUARDIA,SALVAGUARDIA_ESPECIFICA,FODINFA,ICE_ADVALOREM,ICE_ESPECIFICO,IVA,ADVALOREM,ADVALOREM_ESPECIFICO
IMP.GRAL.,10-SALIDA AUTORIZADA,2013-03-26,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,7604292000,0000,0000,LOS DEMAS PERFILES,BR-BRASIL,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,102.12,2240.5,515.5,27.56,2783.56,113.41,75,0.000,0.000,13.890,0.000,0.000,369.040,278.310,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2013-05-13,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3917400000,0000,0000,ACCESORIOS,GB-REINO UNIDO DE GRAN BRETAÑA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,30.115,405.443,49.271,4.231,458.945,440,440,0.000,0.000,1.920,0.000,0.000,56.590,61.230,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2013-06-17,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,5801360000,0000,0000,TEJIDOS DE CHENILLA,BE-BELGICA,NO APLICA,NO APLICA,NO APLICA,82-METRO CUADRADO,M2-METRO CUADRADO,4.5,315.68,6.75,3.38,325.81,6,6,0.000,0.000,1.620,0.000,0.000,47.110,65.160,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2013-01-15,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8531200000,0000,0000,"TABLEROS INDICADORES CON DISPOSITIVOS DE CRISTAL LIQUIDO (LCD) O DIODOS EMISORES DE LUZ (LED), INCORPORADOS",CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,3.818,950.221,11.767,2.415,964.403,2,2,0.000,0.000,4.850,0.000,0.000,117.140,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2013-02-26,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8414100000,0000,0000,BOMBAS DE VACIO,DE-ALEMANIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,3.48,5741.36,49.7,3.08,5794.14,2,2,0.000,0.000,28.960,0.000,0.000,698.760,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2013-05-17,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8536610000,0000,0000,PORTALAMPARAS,CZ-REPUBLICA CHECA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,14.92,688.8,80.4,2.5,771.7,205,205,0.000,0.000,3.840,0.000,0.000,97.670,38.560,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2013-04-04,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,SIN ACCESORIOS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,9.733,649.674,0,0,649.674,29,29,0.000,0.000,4.010,0.000,0.000,111.180,120.320,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2013-05-15,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3917400000,0000,0000,ACCESORIOS,ES-ESPAÑA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,203.04,4038.815,1110.972,9.776,5159.563,203.04,799,0.000,0.000,26.720,0.000,0.000,742.780,803.900,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2013-06-03,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8413819000,0000,0000,LAS DEMAS,GB-REINO UNIDO DE GRAN BRETAÑA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,0.535,63.75,0,0.05,63.8,3,3,0.000,0.000,0.350,0.000,0.000,8.570,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2013-02-21,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,5208290000,0000,0000,LOS DEMAS TEJIDOS,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,82-METRO CUADRADO,YAR-YARDAS,46,346,60,5,411,156.35,187,0.000,0.000,2.040,0.000,0.000,59.410,82.200,0.000
