TIPO_IMPORTACION,ESTADO_DECLARACION,FEC_INGRESO,DISTRITO,REGIMEN,SUBPARTIDA,CODIGO_COMPLEMENTARIO,CODIGO_SUPLEMENTARIO,DESCRIPCION_ARANCELARIA,PAIS_ORIGEN,CODIGO_LIBERACION,TRATAMIENTO_PREFERENCIAL,CONVENIO_INTERNACIONAL,TIPO_UNIDAD_FISICA,TIPO_UNIDAD_COMERCIAL,PESO_NETO,FOB,FLETE,SEGURO,CIF,CANTIDAD_FISICA,CANTIDAD_COMERCIAL,SALVAGUARDIA,SALVAGUARDIA_ESPECIFICA,FODINFA,ICE_ADVALOREM,ICE_ESPECIFICO,IVA,ADVALOREM,ADVALOREM_ESPECIFICO
IMP.GRAL.,10-SALIDA AUTORIZADA,2015-09-14,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8541409000,0000,0000,LOS DEMAS,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,0.663,112.76,0,1.21,113.97,3,3,0.000,0.000,0.600,0.000,0.000,14.580,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2015-08-26,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3204110000,0000,0000,COLORANTES DISPERSOS Y PREPARACIONES A BASE DE ESTOS COLORANTES,CO-COLOMBIA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,KG-KILOGRAMO ,25,4060,0,10,4070,27,25,0.000,0.000,21.450,0.000,0.000,517.370,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2015-11-06,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8413190000,0000,0000,LAS DEMAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,24.306,130,119.132,3.612,252.744,2,2,0.000,0.000,1.260,0.000,0.000,32.000,12.640,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2015-08-04,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8536419000,0000,0000,LOS DEMÁS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,4.61,172.2,8.35,0.41,180.96,6,6,0.000,0.000,0.910,0.000,0.000,22.910,9.050,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2015-10-06,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8536419000,0000,0000,LOS DEMÁS,DK-DINAMARCA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,PZA-PIEZAS,0.97,173.41,13.5,1.86,188.77,9,9,0.000,0.000,0.950,0.000,0.000,23.910,9.440,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2015-11-23,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8536419000,0000,0000,LOS DEMÁS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,6.28,125.7,0,0.02,125.72,10,10,0.000,0.000,0.820,0.000,0.000,20.800,8.220,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2015-11-16,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8471700000,0000,0000,UNIDADES DE MEMORIA,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,0.073,13.44,0,0.14,13.58,1,1,2.120,0.000,0.070,0.000,0.000,2.130,1.410,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2015-07-08,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8471700000,0000,0000,UNIDADES DE MEMORIA,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,17,929,28.3,9.53,966.83,26,26,145.040,0.000,4.840,0.000,0.000,145.600,96.690,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2015-10-15,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8536419000,0000,0000,LOS DEMÁS,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,0.276,208.35,0,0.006,208.356,40,40,0.000,0.000,1.050,0.000,0.000,26.660,10.530,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2015-11-13,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,6209200000,0000,0000,DE ALGODON,KH-CAMBODIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,0.108,3.99,0.225,0.042,4.257,1,1,1.060,0.000,0.020,0.000,0.000,0.760,0.430,0.590
