TIPO_IMPORTACION,ESTADO_DECLARACION,FEC_INGRESO,DISTRITO,REGIMEN,SUBPARTIDA,CODIGO_COMPLEMENTARIO,CODIGO_SUPLEMENTARIO,DESCRIPCION_ARANCELARIA,PAIS_ORIGEN,CODIGO_LIBERACION,TRATAMIENTO_PREFERENCIAL,CONVENIO_INTERNACIONAL,TIPO_UNIDAD_FISICA,TIPO_UNIDAD_COMERCIAL,PESO_NETO,FOB,FLETE,SEGURO,CIF,CANTIDAD_FISICA,CANTIDAD_COMERCIAL,SALVAGUARDIA,SALVAGUARDIA_ESPECIFICA,FODINFA,ICE_ADVALOREM,ICE_ESPECIFICO,IVA,ADVALOREM,ADVALOREM_ESPECIFICO
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-06-21,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8480500000,0000,0000,Moldes para vidrio,RO-RUMANIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,4.882,503.68,165.44,6.69,675.81,40,40,0.000,0.000,3.380,0.000,0.000,85.560,33.790,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-02-05,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,Sin accesorios,GB-REINO UNIDO DE GRAN BRETAÑA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,1,84.71,2.97,0.07,87.75,1,107,0.000,0.000,0.450,0.000,0.000,12.170,13.170,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-06-20,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,9604000000,0000,0000,"TAMICES, CEDAZOS Y CRIBAS, DE MANO.",US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,11.092,1361.11,53.76,9.97,1424.84,25,25,0.000,0.000,7.090,0.000,0.000,197.500,213.720,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-04-24,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,Sin accesorios,MX-MEXICO,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,2.97,117.86,3.51,0.1,121.47,2.97,3,0.000,0.000,0.600,0.000,0.000,16.850,18.220,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-04-18,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,9604000000,0000,0000,"TAMICES, CEDAZOS Y CRIBAS, DE MANO.",US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,64.92,556.68,0,0,556.68,9,9,0.000,0.000,3.870,0.000,0.000,107.760,115.800,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-01-03,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,Sin accesorios,MX-MEXICO,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,14.555,488.186,1.38,2.168,491.734,22.0053,3,0.000,0.000,2.600,0.000,0.000,72.180,78.020,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-02-01,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,Sin accesorios,BR-BRASIL,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,8.034,509.662,0,0.812,510.474,10.3995,14,0.000,0.000,2.700,0.000,0.000,74.900,81.010,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-01-25,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,Sin accesorios,JP-JAPON,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,KG-KILOGRAMO ,5.67,375.81,12.18,0.3,388.29,5.67,11,0.000,0.000,1.930,0.000,0.000,53.860,58.240,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-01-09,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3917400000,0000,0000,Accesorios,ES-ESPAÑA,NO APLICA,NO APLICA,0800-PROTOCOLO DE ADHESION DEL ECUADOR AL ACUERDO COMERCIAL MULTIPARTES CON LA UNIÓN EUROPEA,31-KILOGRAMO BRUTO,U-UNIDAD,8.57,3397.638,755.641,3.042,4156.321,8.57,18,0.000,0.000,20.780,0.000,0.000,562.620,511.220,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-01-17,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,Sin accesorios,FR-FRANCIA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,1.269,36.267,0,0.404,36.671,1,1,0.000,0.000,0.200,0.000,0.000,5.660,6.120,0.000
