TIPO_IMPORTACION,ESTADO_DECLARACION,FEC_INGRESO,DISTRITO,REGIMEN,SUBPARTIDA,CODIGO_COMPLEMENTARIO,CODIGO_SUPLEMENTARIO,DESCRIPCION_ARANCELARIA,PAIS_ORIGEN,CODIGO_LIBERACION,TRATAMIENTO_PREFERENCIAL,CONVENIO_INTERNACIONAL,TIPO_UNIDAD_FISICA,TIPO_UNIDAD_COMERCIAL,PESO_NETO,FOB,FLETE,SEGURO,CIF,CANTIDAD_FISICA,CANTIDAD_COMERCIAL,SALVAGUARDIA,SALVAGUARDIA_ESPECIFICA,FODINFA,ICE_ADVALOREM,ICE_ESPECIFICO,IVA,ADVALOREM,ADVALOREM_ESPECIFICO
IMP.GRAL.,10-SALIDA AUTORIZADA,2017-08-16,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8413819000,0000,0000,LAS DEMAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,13.19,755.03,35.23,1.72,791.98,8,8,0.000,0.000,3.960,0.000,0.000,100.260,39.600,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2017-08-10,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,SIN ACCESORIOS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,5.02,425.189,33.29,0.363,458.842,6.426,23,0.000,0.000,2.300,0.000,0.000,64.100,69.380,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2017-08-10,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,SIN ACCESORIOS,JP-JAPON,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,KG-KILOGRAMO ,1.6,121.02,3.06,0.1,124.18,2.08,4,0.000,0.000,0.620,0.000,0.000,17.210,18.630,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2017-07-04,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,SIN ACCESORIOS,PA-PANAMA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,0.724,66.627,1.952,0.69,69.269,0.724,8,0.000,0.000,0.350,0.000,0.000,9.600,10.390,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2017-09-27,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,Sin accesorios,JP-JAPON,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,3.7,282.97,7,0.22,290.19,7.03,6,0.000,0.000,1.450,0.000,0.000,40.230,43.530,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2017-11-27,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8413819000,0000,0000,Las demás,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,16.587,1221.965,52.777,1.396,1276.138,4,4,0.000,0.000,6.380,0.000,0.000,161.570,63.800,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2017-11-15,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8526910000,0000,0001,"5% SOLO PARA RADIOBOYAS, EQUIPOS DE NAVEGACIÓN PARA BUQUES Y BARCOS PESQUEROS Y PARA EQUIPOS DE RADIO PARA FAENAS DE PESCA, EXCEPTO PARA LOS PAÍSES PERTENENCIENTES A LA UNION EUROPEA.",JP-JAPON,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,70,4942.89,0,56.93,4999.82,7,7,0.000,0.000,28.750,0.000,0.000,727.960,287.510,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2017-08-02,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,9025119000,0000,0000,LOS DEMAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,0.982,164.53,4.15,1.69,170.37,3,3,0.000,0.000,0.850,0.000,0.000,21.560,8.520,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2017-12-14,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,Sin accesorios,JP-JAPON,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,KG-KILOGRAMO ,1.15,74.74,2.84,0.06,77.64,1.15,2,0.000,0.000,0.390,0.000,0.000,10.770,11.650,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2017-09-18,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8413819000,0000,0000,Las demás,IT-ITALIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,13.5,1276.68,21.48,0.08,1298.24,1,1,0.000,0.000,6.490,0.000,0.000,164.360,64.910,0.000
