TIPO_IMPORTACION,ESTADO_DECLARACION,FEC_INGRESO,DISTRITO,REGIMEN,SUBPARTIDA,CODIGO_COMPLEMENTARIO,CODIGO_SUPLEMENTARIO,DESCRIPCION_ARANCELARIA,PAIS_ORIGEN,CODIGO_LIBERACION,TRATAMIENTO_PREFERENCIAL,CONVENIO_INTERNACIONAL,TIPO_UNIDAD_FISICA,TIPO_UNIDAD_COMERCIAL,PESO_NETO,FOB,FLETE,SEGURO,CIF,CANTIDAD_FISICA,CANTIDAD_COMERCIAL,SALVAGUARDIA,SALVAGUARDIA_ESPECIFICA,FODINFA,ICE_ADVALOREM,ICE_ESPECIFICO,IVA,ADVALOREM,ADVALOREM_ESPECIFICO
IMP.GRAL.,10-SALIDA AUTORIZADA,2020-04-02,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,Sin accesorios,FR-FRANCIA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,0.591,37.03,1.369,0.028,38.427,0.591,1,0.000,0.000,0.190,0.000,0.000,5.330,5.760,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2020-03-12,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,Sin accesorios,JP-JAPON,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,KG-KILOGRAMO ,4.252,270.32,9.08,0.207,279.607,4.252,5,0.000,0.000,1.390,0.000,0.000,38.750,41.940,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2020-03-03,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3917400000,0000,0000,Accesorios,ES-ESPAÑA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,8.328,19.26,0,0.668,19.928,8.358,11,0.000,0.000,0.340,0.000,0.000,9.350,10.120,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2020-02-06,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3917400000,0000,0000,Accesorios,CH-SUIZA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,5.8,2938.87,0,32.28,2971.15,8.8,296,0.000,0.000,16.290,0.000,0.000,451.610,488.770,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2020-03-02,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3917400000,0000,0000,Accesorios,PE-PERU,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,104,2173.4,732.33,21.73,2927.46,30,30,0.000,0.000,14.640,0.000,0.000,405.750,439.120,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2020-01-09,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8531200000,0000,0000,"TABLEROS INDICADORES CON DISPOSITIVOS DE CRISTAL LIQUIDO (LCD) O DIODOS EMISORES DE LUZ (LED), INCORPORADOS",CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,1.805,6,8.56,0.15,14.71,5,5,0.000,0.000,0.070,0.000,0.000,1.770,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2020-02-12,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3917400000,0000,0000,Accesorios,DE-ALEMANIA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,PZA-PIEZAS,78.81,923.47,625.76,15.49,1564.72,2,2,0.000,0.000,7.830,0.000,0.000,216.870,234.710,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2020-02-27,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,9025119000,0000,0000,LOS DEMAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,9.212,8016.226,12.625,80.291,8109.142,35,35,0.000,0.000,40.550,0.000,0.000,1026.590,405.450,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2020-03-06,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,Sin accesorios,CA-CANADA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,1.991,29.87,1.07,0.023,30.963,1.991,1,0.000,0.000,0.150,0.000,0.000,4.290,4.640,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2020-04-23,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,Sin accesorios,MX-MEXICO,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,0.862,54.631,3.652,0.067,58.35,1.088,2,0.000,0.000,0.290,0.000,0.000,8.090,8.750,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2020-01-08,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8443321900,0000,0000,Las demás,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,11.33,1000,0,10,1010,2,2,0.000,0.000,6.530,0.000,0.000,173.260,130.670,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2020-04-29,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8544421090,0000,0000,Los demás,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,1.945,205.374,6.656,0.374,212.404,2.025,7,0.000,0.000,1.060,0.000,0.000,29.440,31.860,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2020-01-06,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8414100000,0000,0000,Bombas de vacío,BR-BRASIL,NO APLICA,NO APLICA,0028-ACDO. COMP. ECO.CAN MERCOSUR-BRASIL ACE-59_( DEC. EJ. # 2675-A R.O. # 555 DEL 31 DE MARZO DEL 2005),11-NUMERO DE UNIDADES,U-UNIDAD,540,15984,1013.5,42.5,17040,1,1,0.000,0.000,85.200,0.000,0.000,2055.020,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2020-02-03,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,7318210000,0000,0001,0% solamente para repuestos para máquinas de alambre.,DE-ALEMANIA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,0.077,6.42,0,0.008,6.428,6,6,0.000,0.000,0.030,0.000,0.000,0.800,0.000,0.000
