TIPO_IMPORTACION,ESTADO_DECLARACION,FEC_INGRESO,DISTRITO,REGIMEN,SUBPARTIDA,CODIGO_COMPLEMENTARIO,CODIGO_SUPLEMENTARIO,DESCRIPCION_ARANCELARIA,PAIS_ORIGEN,CODIGO_LIBERACION,TRATAMIENTO_PREFERENCIAL,CONVENIO_INTERNACIONAL,TIPO_UNIDAD_FISICA,PESO_NETO,FOB,FLETE,SEGURO,CIF,CANTIDAD_FISICA,SALVAGUARDIA,SALVAGUARDIA_ESPECIFICA,FODINFA,ICE_ADVALOREM,ICE_ESPECIFICO,IVA,ADVALOREM,ADVALOREM_ESPECIFICO
IMP.SMPL.,10-SALIDA AUTORIZADA,2013-05-09,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9013809000,0000,0000,LOS DEMAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,1.440,129.980,2.160,1.320,133.460,1.00000,0.000,0.000,0.660,0.000,0.000,16.090,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2013-12-27,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8431439000,0000,0000,LAS DEMÁS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,17.660,448.480,26.490,4.750,479.720,2.00000,0.000,0.000,2.390,0.000,0.000,57.850,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2013-11-13,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8431439000,0000,0000,LAS DEMÁS,BR-BRASIL,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,25.100,251.000,37.650,2.890,291.540,1.00000,0.000,0.000,1.450,0.000,0.000,35.150,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2013-04-02,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9405109000,0000,0000,LOS DEMAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,5.300,136.980,7.500,1.445,145.925,2.00000,0.000,0.000,0.720,0.000,0.000,22.840,43.770,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2013-04-09,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,3917399000,0000,0000,LOS DEMÁS,IT-ITALIA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,1.460,160.830,18.850,1.800,181.480,3.00000,0.000,0.000,0.900,0.000,0.000,25.150,27.220,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2013-04-17,055-QUITO,91-COURIER IMPORTACION,8419400000,0000,0000,APARATOS DE DESTILACION O RECTIFICACION,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,8.480,639.000,12.720,6.517,658.237,1.00000,0.000,0.000,3.290,0.000,0.000,91.230,98.730,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2013-02-18,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8501109100,0000,0000,DE CORRIENTE CONTINUA,NL-PAISES BAJOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,1.700,521.610,2.550,5.240,529.400,5.00000,0.000,0.000,2.640,0.000,0.000,63.840,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2013-09-06,055-QUITO,91-COURIER IMPORTACION,9013809000,0000,0000,LOS DEMAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.290,235.500,0.435,2.359,238.294,1.00000,0.000,0.000,1.190,0.000,0.000,28.730,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2013-08-26,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9405109000,0000,0000,LOS DEMAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.110,22.030,2.200,0.240,24.470,1.00000,0.000,0.000,0.120,0.000,0.000,3.830,7.340,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2013-11-22,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9613800000,0000,0000,LOS DEMÁS ENCENDEDORES Y MECHEROS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,1.000,13.890,1.500,0.154,15.544,1.00000,0.000,0.000,0.070,0.000,0.000,2.430,4.660,0.000
