TIPO_IMPORTACION,ESTADO_DECLARACION,FEC_INGRESO,DISTRITO,REGIMEN,SUBPARTIDA,CODIGO_COMPLEMENTARIO,CODIGO_SUPLEMENTARIO,DESCRIPCION_ARANCELARIA,PAIS_ORIGEN,CODIGO_LIBERACION,TRATAMIENTO_PREFERENCIAL,CONVENIO_INTERNACIONAL,TIPO_UNIDAD_FISICA,PESO_NETO,FOB,FLETE,SEGURO,CIF,CANTIDAD_FISICA,SALVAGUARDIA,SALVAGUARDIA_ESPECIFICA,FODINFA,ICE_ADVALOREM,ICE_ESPECIFICO,IVA,ADVALOREM,ADVALOREM_ESPECIFICO
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-10-18,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9023009000,0000,0000,LOS DEMÁS,CO-COLOMBIA,NO APLICA,NO APLICA,"0109-CAN-COL.ACDO.MICIP-MINFIN #524(R.O #41 OCT-6-92), #33 R.O #123FEB-5-93",11-NUMERO DE UNIDADES,8.250,960.000,162.770,11.630,1134.400,200.00000,0.000,0.000,5.670,0.000,0.000,136.810,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-06-28,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9209990000,0000,0000,LOS DEMAS,AR-ARGENTINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.500,15.000,0.750,0.150,15.900,3.00000,0.000,0.000,0.080,0.000,0.000,1.920,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-08-18,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9807203040,0000,0000,TV Mayor a 41 pero menor o igual a 50 pulg,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,30.670,419.990,46.010,4.660,470.660,2.00000,0.000,0.000,2.350,0.000,0.000,97.540,23.530,316.280
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-08-19,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9209920000,0000,0000,PARTES Y ACCESORIOS DE INSTRUMENTOS MUSICALES DE LA PARTIDA NO 92.02,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.300,145.000,0.450,1.450,146.900,1.00000,0.000,0.000,0.730,0.000,0.000,17.720,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-06-10,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9023009000,0000,0000,LOS DEMÁS,CA-CANADA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,3.600,1877.000,394.170,22.710,2293.880,3.00000,0.000,0.000,11.470,0.000,0.000,290.400,114.690,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-09-24,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8533290000,0000,0000,LAS DEMAS,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,2.180,690.000,3.250,6.930,700.180,69000.00000,0.000,0.000,3.500,0.000,0.000,84.440,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-01-27,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8533290000,0000,0000,LAS DEMAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,1.040,39.050,1.560,0.406,41.016,1.00000,0.000,0.000,0.210,0.000,0.000,4.950,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-12-28,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9209990000,0000,0000,LOS DEMAS,CL-CHILE,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,1.000,40.000,1.500,0.420,41.920,1.00000,0.000,0.000,0.210,0.000,0.000,5.060,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-09-24,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8483609000,0000,0000,LOS DEMÁS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.440,16.350,0.660,0.170,17.180,1.00000,0.000,0.000,0.090,0.000,0.000,2.070,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-12-17,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8515110000,0000,0000,SOLDADORES Y PISTOLAS PARA SOLDAR,HK-HONG KONG,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.350,8.000,2.340,0.100,10.440,1.00000,0.000,0.000,0.050,0.000,0.000,1.320,0.520,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-07-30,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9404900000,0000,0000,LOS DEMAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,5.270,70.000,7.900,0.780,78.680,1.00000,0.000,0.000,0.390,0.000,0.000,12.320,23.600,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-06-20,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,3917211000,0000,0000,"Para sistemas de riego por goteo, por aspersión u otros",US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,11.550,372.000,17.330,3.890,393.220,50.00000,0.000,0.000,1.970,0.000,0.000,47.420,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-08-09,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9023009000,0000,0000,LOS DEMÁS,CO-COLOMBIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.110,2.000,0.330,0.020,2.350,2.00000,0.000,0.000,0.010,0.000,0.000,0.300,0.120,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-07-16,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8208400000,0000,0000,"Para máquinas agrícolas, hortícolas o forestales",US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,1.860,15.800,2.790,0.190,18.780,20.00000,0.000,0.000,0.090,0.000,0.000,2.490,1.880,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-09-30,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9401200000,0000,0000,ASIENTOS DEL TIPO DE LOS UTILIZADOS EN VEHICULOS AUTOMOVILES,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,15.560,328.490,23.340,3.520,355.350,1.00000,0.000,0.000,1.780,0.000,0.000,55.650,106.610,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-04-26,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8515809000,0000,0000,LOS DEMÁS,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,4.930,312.460,26.930,3.390,342.780,1.00000,0.000,0.000,1.710,0.000,0.000,43.400,17.140,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-03-26,055-QUITO,91-COURIER IMPORTACION,8515110000,0000,0000,SOLDADORES Y PISTOLAS PARA SOLDAR,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,2.080,106.000,3.120,1.090,110.210,1.00000,0.000,0.000,0.550,0.000,0.000,13.950,5.510,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-03-09,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8515809000,0000,0000,LOS DEMÁS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,6.200,1037.080,9.300,10.460,1056.840,1.00000,0.000,0.000,5.280,0.000,0.000,133.800,52.840,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-07-21,055-QUITO,91-COURIER IMPORTACION,8416900000,0000,0000,Partes,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,3.880,700.000,5.820,7.060,712.880,100.00000,0.000,0.000,3.560,0.000,0.000,90.250,35.640,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-01-02,055-QUITO,91-COURIER IMPORTACION,5208430000,0000,0000,"De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4",IT-ITALIA,NO APLICA,NO APLICA,NO APLICA,91-METRO,0.730,66.620,1.060,0.680,68.360,3.40000,0.000,0.000,0.340,0.000,0.000,9.880,13.670,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-08-15,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,4011201000,0000,0000,Radiales,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,49.910,455.840,74.860,5.310,536.010,2.00000,0.000,0.000,2.680,0.000,0.000,70.260,5.360,41.430
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-10-23,055-QUITO,91-COURIER IMPORTACION,8533290000,0000,0000,LAS DEMAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.100,67.260,11.470,0.790,79.520,6.00000,0.000,0.000,0.400,0.000,0.000,9.590,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-11-24,055-QUITO,91-COURIER IMPORTACION,8515110000,0000,0000,SOLDADORES Y PISTOLAS PARA SOLDAR,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,3.580,240.000,5.370,2.450,247.820,1.00000,0.000,0.000,1.240,0.000,0.000,31.370,12.390,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-10-21,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8533290000,0000,0000,LAS DEMAS,GB-REINO UNIDO DE GRAN BRETAÑA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.500,71.220,0.750,0.710,72.680,1.00000,0.000,0.000,0.360,0.000,0.000,8.760,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-06-10,055-QUITO,91-COURIER IMPORTACION,8515809000,0000,0000,LOS DEMÁS,HK-HONG KONG,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,16.770,1300.000,599.000,13.000,1912.000,2.00000,0.000,0.000,9.560,0.000,0.000,242.060,95.600,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-09-22,055-QUITO,91-COURIER IMPORTACION,8483609000,0000,0000,LOS DEMÁS,"KR-COREA, REPUBLICA DE",NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.960,12.350,1.440,0.120,13.910,1.00000,0.000,0.000,0.070,0.000,0.000,1.680,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-09-08,055-QUITO,91-COURIER IMPORTACION,9005100000,0000,0000,BINOCULARES (INCLUIDOS LOS PRISMATICOS),US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.900,44.600,1.350,0.460,46.410,1.00000,0.000,0.000,0.230,0.000,0.000,7.270,13.920,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-01-30,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8533290000,0000,0000,LAS DEMAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.410,9.780,0.620,0.100,10.500,1.00000,0.000,0.000,0.050,0.000,0.000,1.270,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-12-09,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9807203040,0000,0000,TV Mayor a 41 pero menor o igual a 50 pulg,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,13.110,231.000,19.660,2.510,253.170,1.00000,0.000,0.000,1.270,0.000,0.000,51.030,12.660,158.140
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-11-17,055-QUITO,91-COURIER IMPORTACION,8474900000,0000,0000,Partes,PE-PERU,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.430,69.200,0.640,0.700,70.540,2.00000,0.000,0.000,0.350,0.000,0.000,9.780,10.580,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-04-25,055-QUITO,91-COURIER IMPORTACION,3904690000,0000,0000,Los demás,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,13.240,102.840,19.860,1.230,123.930,12.00000,0.000,0.000,0.620,0.000,0.000,14.950,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-05-29,055-QUITO,91-COURIER IMPORTACION,8533290000,0000,0000,LAS DEMAS,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.100,9.000,3.980,0.170,13.150,180.00000,0.000,0.000,0.070,0.000,0.000,1.590,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-01-08,055-QUITO,96-IMPORTACION DE TRAFICO POSTAL,4016920000,0000,0000,Gomas de borrar,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.500,5.000,5.500,0.105,10.605,1.00000,0.000,0.000,0.050,0.000,0.000,1.600,2.650,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-06-02,055-QUITO,91-COURIER IMPORTACION,8515809000,0000,0000,LOS DEMÁS,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,1.670,40.000,2.500,0.400,42.900,2.00000,0.000,0.000,0.210,0.000,0.000,5.430,2.150,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-08-22,055-QUITO,91-COURIER IMPORTACION,2710990000,0000,0000,LOS DEMÁS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.190,27.980,0.290,0.280,28.550,2.00000,0.000,0.000,0.140,0.000,0.000,3.440,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-11-04,055-QUITO,91-COURIER IMPORTACION,8422309020,0000,0000,Para envasar líquidos,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,7.360,122.790,11.040,1.340,135.170,1.00000,0.000,0.000,0.680,0.000,0.000,16.300,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-09-11,055-QUITO,91-COURIER IMPORTACION,8448490000,0000,0000,Los demás,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,21.000,50.000,31.500,0.500,82.000,1.00000,0.000,0.000,0.410,0.000,0.000,10.380,4.100,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-09-04,055-QUITO,91-COURIER IMPORTACION,8422309020,0000,0000,Para envasar líquidos,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,1.840,89.270,2.760,0.920,92.950,1.00000,0.000,0.000,0.460,0.000,0.000,11.210,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-02-20,055-QUITO,91-COURIER IMPORTACION,2829199000,0000,0000,LOS DEMAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.080,28.120,0.120,0.282,28.522,1.00000,0.000,0.000,0.140,0.000,0.000,3.440,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-02-17,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,4420900000,0000,0000,Los demás,RO-RUMANIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,4.280,180.000,55.000,2.350,237.350,1.00000,0.000,0.000,1.190,0.000,0.000,37.170,71.210,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-02-21,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,4010310000,0000,0000,"Correas de transmisión sin fin, estriadas, de sección trapezoidal, de circunferencia exterior superior a 60 cm pero inferior o igual a 180 cm",US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,4.630,86.000,6.940,0.930,93.870,11.00000,0.000,0.000,0.470,0.000,0.000,11.880,4.690,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-09-07,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,4009420000,0000,0000,Con accesorios,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.440,27.280,0.660,0.280,28.220,2.00000,0.000,0.000,0.150,0.000,0.000,3.660,2.120,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-02-28,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,4011209000,0000,0000,Los demás,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,34.180,399.990,51.270,4.510,455.770,2.00000,0.000,0.000,2.280,0.000,0.000,58.920,4.560,28.370
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-12-30,055-QUITO,91-COURIER IMPORTACION,4009420000,0000,0000,Con accesorios,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,1.370,22.990,2.060,0.250,25.300,1.00000,0.000,0.000,0.130,0.000,0.000,3.280,1.900,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-03-17,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,7318220000,0000,0001,NO REQUIERE INEN PRODUCTOS DISTINTOS DE PERFILES CORRUGADOS Y POSTES DE ACERO GUARDAVIAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,1.420,121.060,13.830,1.350,136.240,8.00000,0.000,0.000,0.680,0.000,0.000,18.880,20.440,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-12-14,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,4009420000,0000,0000,Con accesorios,HK-HONG KONG,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.450,10.000,0.660,0.110,10.770,5.00000,0.000,0.000,0.050,0.000,0.000,1.400,0.810,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-09-16,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,4009420000,0000,0000,Con accesorios,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,1.860,227.980,2.810,2.310,233.100,7.00000,0.000,0.000,1.170,0.000,0.000,30.210,17.480,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-07-22,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,7318220000,0000,0001,NO REQUIERE INEN PRODUCTOS DISTINTOS DE PERFILES CORRUGADOS Y POSTES DE ACERO GUARDAVIAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.490,12.370,10.370,0.230,22.970,2.00000,0.000,0.000,0.110,0.000,0.000,3.180,3.450,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-10-08,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9001500000,0000,0000,LENTES DE OTRAS MATERIAS PARA GAFAS (ANTEOJOS),CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,33.000,1297.240,49.500,13.470,1360.210,1582.00000,0.000,0.000,6.800,0.000,0.000,164.040,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2020-03-09,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,4011800011,0000,0000, De diámetro externo inferior o igual a 61 cm,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,2.920,121.000,4.380,1.250,126.630,4.00000,0.000,0.000,0.630,0.000,0.000,17.550,18.990,0.000
