TIPO_IMPORTACION,ESTADO_DECLARACION,FEC_INGRESO,DISTRITO,REGIMEN,SUBPARTIDA,CODIGO_COMPLEMENTARIO,CODIGO_SUPLEMENTARIO,DESCRIPCION_ARANCELARIA,PAIS_ORIGEN,CODIGO_LIBERACION,TRATAMIENTO_PREFERENCIAL,CONVENIO_INTERNACIONAL,TIPO_UNIDAD_FISICA,TIPO_UNIDAD_COMERCIAL,PESO_NETO,FOB,FLETE,SEGURO,CIF,CANTIDAD_FISICA,CANTIDAD_COMERCIAL,SALVAGUARDIA,SALVAGUARDIA_ESPECIFICA,FODINFA,ICE_ADVALOREM,ICE_ESPECIFICO,IVA,ADVALOREM,ADVALOREM_ESPECIFICO
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-07-17,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,Sin accesorios,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,KG-KILOGRAMO ,2.09,106.74,4.63,0.09,111.46,2.09,6,0.000,0.000,0.560,0.000,0.000,15.450,16.720,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-12-23,019-GUAYAQUIL - AEREO,70-DEPOSITO ADUANERO PUBLICO Y PRIVADO,6204490000,0000,0000,De las demás materias textiles,CO-COLOMBIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,9.065,1396,82.289,5.683,1483.972,12,12,0.000,0.000,7.420,0.000,0.000,202.740,148.390,49.870
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-07-01,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3301299090,0000,0000,Los demás,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,855.8,8981.977,0,96.978,9078.955,6102,6102,0.000,0.000,62.400,0.000,0.000,1579.980,624.010,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-09-18,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,9102190000,0000,0000,LOS DEMAS,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,PZA-PIEZAS,119.682,21631.15,375.79,116.65,22123.59,448,448,0.000,0.000,110.620,0.000,0.000,3464.570,6637.100,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-10-02,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8511101000,0000,0000,DE MOTORES DE AVIACION,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,PZA-PIEZAS,3.871,174.11,30.848,2.05,207.008,4,4,0.000,0.000,1.040,0.000,0.000,26.210,10.350,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-10-30,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3917400000,0000,0000,Accesorios,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,194.534,1626.82,188.72,12.6,1828.14,194.534,510,0.000,0.000,9.140,0.000,0.000,253.370,274.190,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-07-31,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8443321900,0000,0000,Las demás,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,961,4399.5,1171.25,44,5614.75,210,210,0.000,0.000,28.070,0.000,0.000,744.520,561.480,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-12-19,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,7604292000,0000,0000,Los demás perfiles,BR-BRASIL,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,11.855,130.224,107.683,2.185,240.092,12,12,0.000,0.000,1.190,0.000,0.000,32.090,12.010,14.220
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-07-15,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,Sin accesorios,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,6.06,231.7,8.68,0.17,240.55,6.06,76,0.000,0.000,1.210,0.000,0.000,33.330,36.090,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-11-13,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,Sin accesorios,IN-INDIA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,0.12,8.11,0.276,0.006,8.392,1,1,0.000,0.000,0.040,0.000,0.000,1.150,1.250,0.000
