TIPO_IMPORTACION,ESTADO_DECLARACION,FEC_INGRESO,DISTRITO,REGIMEN,SUBPARTIDA,CODIGO_COMPLEMENTARIO,CODIGO_SUPLEMENTARIO,DESCRIPCION_ARANCELARIA,PAIS_ORIGEN,CODIGO_LIBERACION,TRATAMIENTO_PREFERENCIAL,CONVENIO_INTERNACIONAL,TIPO_UNIDAD_FISICA,TIPO_UNIDAD_COMERCIAL,PESO_NETO,FOB,FLETE,SEGURO,CIF,CANTIDAD_FISICA,CANTIDAD_COMERCIAL,SALVAGUARDIA,SALVAGUARDIA_ESPECIFICA,FODINFA,ICE_ADVALOREM,ICE_ESPECIFICO,IVA,ADVALOREM,ADVALOREM_ESPECIFICO
IMP.GRAL.,10-SALIDA AUTORIZADA,2014-03-13,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8528410000,0000,0000,DE LOS TIPOS UTILIZADOS EXCLUSIVA O PRINCIPALMENTE CON MÁQUINAS AUTOMÁTICAS PARA TRATAMIENTO O PROCESAMIENTO DE DATOS DE LA PARTIDA 84.71,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,1.52,128.98,20.53,1.5,151.01,1,1,0.000,0.000,0.750,0.000,0.000,27.890,7.550,73.110
IMP.GRAL.,10-SALIDA AUTORIZADA,2014-03-20,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8511909000,0000,0000,LAS DEMAS,FR-FRANCIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,33.178,2137.721,474.401,3.214,2615.336,55,55,0.000,0.000,13.000,0.000,0.000,313.740,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2014-03-20,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,7307920000,0000,0001,SOLAMENTE PARA FORJADAS DE ACERO INOXIDABLE PARA PRESI¿N IGUAL O SUPERIOR A 150 PSI,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,25.5,1749.18,40.8,1.33,1791.31,27.91,24,0.000,0.000,8.950,0.000,0.000,216.020,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2014-05-14,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8407340000,0000,0000,DE CILINDRADA SUPERIOR A 1.000 CM3,FR-FRANCIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,0.555,2920.576,3.126,3.619,2927.321,1,1,0.000,0.000,14.600,0.000,0.000,352.220,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2014-03-11,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,6403590000,0000,0000,Los demás. RTE INEN 264,IN-INDIA,NO APLICA,NO APLICA,NO APLICA,19-PARES,2U-PAR,2.873,77.217,0,0.135,77.352,5,5,0.000,0.000,0.470,0.000,0.000,16.230,9.520,30.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2014-01-31,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,7318190000,0000,0001,"LOS DEMAS_(solo para aquellas mercancías diferentes a ""pernos de cabeza de botón oval y sus tuercas""_NO INEN)",TW-TAIWAN,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,0.051,6.4,0.121,0.013,6.534,0.0536,2,0.000,0.000,0.030,0.000,0.000,0.940,1.300,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2014-02-19,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8511909000,0000,0000,LAS DEMAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,0.1,23.02,0.16,0.02,23.2,1,1,0.000,0.000,0.110,0.000,0.000,2.790,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2014-02-11,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,9026900020,0000,0000,DE MANÓMETROS PARA VEHÍCULOS DEL CAPÍTULO 87,MX-MEXICO,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,0.145,192.735,0,0.308,193.043,4,4,0.000,0.000,1.010,0.000,0.000,24.720,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2014-03-17,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,7307920000,0000,0001,SOLAMENTE PARA FORJADAS DE ACERO INOXIDABLE PARA PRESI¿N IGUAL O SUPERIOR A 150 PSI,JP-JAPON,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,0.2,8.51,0.32,0.01,8.84,1.15,1,0.000,0.000,0.040,0.000,0.000,1.070,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2014-05-14,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,7307920000,0000,0001,SOLAMENTE PARA FORJADAS DE ACERO INOXIDABLE PARA PRESI¿N IGUAL O SUPERIOR A 150 PSI,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,2.7,224.05,4.63,0.17,228.85,105,105,0.000,0.000,1.150,0.000,0.000,27.600,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2014-05-26,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,7307920000,0000,0001,SOLAMENTE PARA FORJADAS DE ACERO INOXIDABLE PARA PRESI¿N IGUAL O SUPERIOR A 150 PSI,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,0.9,80.94,1.4,0.07,82.41,4.9,25,0.000,0.000,0.400,0.000,0.000,9.940,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2014-01-03,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8511909000,0000,0000,LAS DEMAS,SE-SUECIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,41.183,878.27,96.2,0.76,975.23,4,4,0.000,0.000,4.870,0.000,0.000,117.610,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2014-02-12,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,7307920000,0000,0001,SOLAMENTE PARA FORJADAS DE ACERO INOXIDABLE PARA PRESI¿N IGUAL O SUPERIOR A 150 PSI,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,5.2,591.28,8.26,0.45,599.99,6.83,12,0.000,0.000,2.990,0.000,0.000,72.350,0.000,0.000
