TIPO_IMPORTACION,ESTADO_DECLARACION,FEC_INGRESO,DISTRITO,REGIMEN,SUBPARTIDA,CODIGO_COMPLEMENTARIO,CODIGO_SUPLEMENTARIO,DESCRIPCION_ARANCELARIA,PAIS_ORIGEN,CODIGO_LIBERACION,TRATAMIENTO_PREFERENCIAL,CONVENIO_INTERNACIONAL,TIPO_UNIDAD_FISICA,TIPO_UNIDAD_COMERCIAL,PESO_NETO,FOB,FLETE,SEGURO,CIF,CANTIDAD_FISICA,CANTIDAD_COMERCIAL,SALVAGUARDIA,SALVAGUARDIA_ESPECIFICA,FODINFA,ICE_ADVALOREM,ICE_ESPECIFICO,IVA,ADVALOREM,ADVALOREM_ESPECIFICO
IMP.GRAL.,10-SALIDA AUTORIZADA,2017-02-24,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,9405920000,0000,0000,DE PLASTICO,FI-FINLANDIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,73,2368.2,109.5,24.78,2502.48,4530,4530,875.870,0.000,12.520,0.000,0.000,562.310,625.630,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2017-05-22,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3917400000,0000,0000,ACCESORIOS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,5.47,163.75,18.76,0.89,183.4,2.16,7,0.000,0.000,0.940,0.000,0.000,30.400,28.190,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2017-06-22,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,SIN ACCESORIOS,JP-JAPON,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,2.196,279.88,14.52,0.22,294.62,2.536,3,0.000,0.000,1.470,0.000,0.000,40.840,44.190,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2017-01-04,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8413819000,0000,0000,LAS DEMAS,SE-SUECIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,251.495,25615.3,0,43.61,25658.91,8,8,0.000,0.000,140.890,0.000,0.000,4162.070,1408.960,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2017-04-10,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,SIN ACCESORIOS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,0.8,25.75,0.86,0.02,26.63,1.17,1,0.000,0.000,0.130,0.000,0.000,4.310,3.990,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2017-03-01,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,SIN ACCESORIOS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,2.2,106.75,1.78,0.09,108.62,3.04,3,0.000,0.000,0.550,0.000,0.000,17.570,16.300,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2017-01-17,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,SIN ACCESORIOS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,12.515,404.06,16.15,0.31,420.52,14.305,645,0.000,0.000,2.090,0.000,0.000,67.990,63.080,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2017-04-13,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,SIN ACCESORIOS,CA-CANADA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,0.2,28.88,0.53,0.02,29.43,0.33,4,0.000,0.000,0.150,0.000,0.000,4.760,4.410,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2017-03-17,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,SIN ACCESORIOS,IT-ITALIA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,KG-KILOGRAMO ,89.3,1344.66,56,1.04,1401.7,92.96,4800,0.000,0.000,7.010,0.000,0.000,226.650,210.260,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2017-01-03,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8443321900,0000,0000,LOS DEMÁS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,4.14,1663.59,100.35,16.64,1780.58,1,1,623.200,0.000,8.900,0.000,0.000,362.700,178.060,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2017-06-09,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,SIN ACCESORIOS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,0.9,46.95,0.72,0.04,47.71,1.04,1,0.000,0.000,0.240,0.000,0.000,6.610,7.160,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2017-05-22,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8413819000,0000,0000,LAS DEMAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,17.9,1666.77,33.81,1.26,1701.84,2,2,0.000,0.000,8.510,0.000,0.000,251.360,85.100,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2017-03-02,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,5911909090,0000,0000,Los demás,DE-ALEMANIA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,3.11,716.98,4.98,0.35,722.31,3.11,52,108.350,0.000,3.620,0.000,0.000,131.970,108.350,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2017-03-17,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,SIN ACCESORIOS,IN-INDIA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,0.5,25,0.93,0.02,25.95,4.12,2,0.000,0.000,0.130,0.000,0.000,4.200,3.900,0.000
