TIPO_IMPORTACION,ESTADO_DECLARACION,FEC_INGRESO,DISTRITO,REGIMEN,SUBPARTIDA,CODIGO_COMPLEMENTARIO,CODIGO_SUPLEMENTARIO,DESCRIPCION_ARANCELARIA,PAIS_ORIGEN,CODIGO_LIBERACION,TRATAMIENTO_PREFERENCIAL,CONVENIO_INTERNACIONAL,TIPO_UNIDAD_FISICA,TIPO_UNIDAD_COMERCIAL,PESO_NETO,FOB,FLETE,SEGURO,CIF,CANTIDAD_FISICA,CANTIDAD_COMERCIAL,SALVAGUARDIA,SALVAGUARDIA_ESPECIFICA,FODINFA,ICE_ADVALOREM,ICE_ESPECIFICO,IVA,ADVALOREM,ADVALOREM_ESPECIFICO
IMP.GRAL.,10-SALIDA AUTORIZADA,2021-07-07,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3917400000,0000,0000,Accesorios,IT-ITALIA,NO APLICA,NO APLICA,0800-PROTOCOLO DE ADHESION DEL ECUADOR AL ACUERDO COMERCIAL MULTIPARTES CON LA UNION EUROPEA,31-KILOGRAMO BRUTO,PZA-PIEZAS,199,2224.607,1285.873,13.602,3524.082,206,200,0.000,0.000,17.630,0.000,0.000,459.700,288.980,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2021-10-25,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,6204490000,0000,0000,De las demás materias textiles,BR-BRASIL,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,12.01,963.83,30.57,9.93,1004.33,29,29,0.000,0.000,5.030,0.000,0.000,141.120,100.420,66.130
IMP.GRAL.,10-SALIDA AUTORIZADA,2021-08-16,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8544421090,0000,0000,Los demás,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,PZA-PIEZAS,0.106,69.76,0,0,69.76,0.204,5,0.000,0.000,0.380,0.000,0.000,10.350,11.200,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2021-12-16,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,Sin accesorios,JP-JAPON,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,KG-KILOGRAMO ,1.39,91.44,3.548,0.077,95.065,1.39,3,0.000,0.000,0.460,0.000,0.000,12.680,13.730,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2021-07-19,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,Sin accesorios,JP-JAPON,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,KG-KILOGRAMO ,0.21,14.12,0.862,0.012,14.994,0.21,1,0.000,0.000,0.070,0.000,0.000,2.080,2.250,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2021-07-27,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,Sin accesorios,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,KG-KILOGRAMO ,4.984,184.75,4.917,0.153,189.82,4.984,10,0.000,0.000,0.950,0.000,0.000,26.310,28.470,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2021-09-28,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8409999300,0000,0001,Equipo para la conversión del sistema de alimentación de combustible para vehículos automóviles a uso dual (diésel/gas o semi-diésel/gas). Solo remanufacturadas para motores de las subpartidas arancelarias 87041000; 84072900; 84081000; 84089010; 84089020,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,56.314,2394.17,97.266,2.021,2493.457,1,1,0.000,0.000,12.470,0.000,0.000,300.710,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2021-08-27,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,Sin accesorios,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,14.98,1149.31,50.372,0.973,1200.655,14.98,9,0.000,0.000,6.010,0.000,0.000,166.410,180.090,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2021-12-09,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,6204490000,0000,0000,De las demás materias textiles,KH-CAMBODIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,PZA-PIEZAS,4.17,160.2,7.37,1.68,169.25,18,18,0.000,0.000,0.810,0.000,0.000,24.210,16.190,22.940
IMP.GRAL.,10-SALIDA AUTORIZADA,2021-08-22,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,9025119000,0000,0000,LOS DEMAS,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,PZA-PIEZAS,2.59,29.4,5.49,0.38,35.27,3,3,0.000,0.000,0.180,0.000,0.000,4.250,0.000,0.000
