TIPO_IMPORTACION,ESTADO_DECLARACION,FEC_INGRESO,DISTRITO,REGIMEN,SUBPARTIDA,CODIGO_COMPLEMENTARIO,CODIGO_SUPLEMENTARIO,DESCRIPCION_ARANCELARIA,PAIS_ORIGEN,CODIGO_LIBERACION,TRATAMIENTO_PREFERENCIAL,CONVENIO_INTERNACIONAL,TIPO_UNIDAD_FISICA,PESO_NETO,FOB,FLETE,SEGURO,CIF,CANTIDAD_FISICA,SALVAGUARDIA,SALVAGUARDIA_ESPECIFICA,FODINFA,ICE_ADVALOREM,ICE_ESPECIFICO,IVA,ADVALOREM,ADVALOREM_ESPECIFICO
IMP.SMPL.,10-SALIDA AUTORIZADA,2019-01-18,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8421299000,0000,0000,Los demás,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,21.800,1650.530,32.710,16.830,1700.070,6.00000,0.000,0.000,8.500,0.000,0.000,235.630,255.010,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2019-06-27,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,3918101000,0000,0000,Revestimientos para suelos,MX-MEXICO,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,11.000,9.000,16.500,0.270,25.770,166.00000,0.000,0.000,0.130,0.000,0.000,3.730,5.150,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2019-04-11,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8474900000,0000,0000,Partes,IT-ITALIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,15.880,1743.100,23.850,17.670,1784.620,15.00000,0.000,0.000,8.930,0.000,0.000,247.350,267.690,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2019-07-10,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8515809000,0000,0000,LOS DEMÁS,HK-HONG KONG,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,14.000,1180.000,21.000,12.010,1213.010,2.00000,0.000,0.000,6.070,0.000,0.000,153.560,60.650,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2019-10-02,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,5208430000,0000,0000,"De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4",IT-ITALIA,NO APLICA,NO APLICA,NO APLICA,91-METRO,0.370,25.920,5.310,0.310,31.540,1.60000,0.000,0.000,0.160,0.000,0.000,4.560,6.310,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2019-09-17,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8416900000,0000,0000,Partes,DE-ALEMANIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,2.080,12.350,37.200,0.500,50.050,3.00000,0.000,0.000,0.250,0.000,0.000,6.340,2.500,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2019-05-29,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8483609000,0000,0000,LOS DEMÁS,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,22.930,442.000,40.060,4.830,486.890,5.00000,0.000,0.000,2.430,0.000,0.000,58.720,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2019-03-07,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8515809000,0000,0000,LOS DEMÁS,HK-HONG KONG,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,8.700,760.000,13.050,7.730,780.780,1.00000,0.000,0.000,3.900,0.000,0.000,98.850,39.040,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2019-01-21,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8421299000,0000,0000,Los demás,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,18.400,1746.340,27.500,17.740,1791.580,1.00000,0.000,0.000,8.960,0.000,0.000,248.310,268.740,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2019-07-18,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8474900000,0000,0000,Partes,DE-ALEMANIA,NO APLICA,NO APLICA,0800-PROTOCOLO DE ADHESION DEL ECUADOR AL ACUERDO COMERCIAL MULTIPARTES CON LA UNIÓN EUROPEA,11-NUMERO DE UNIDADES,1.180,658.800,168.050,6.590,833.440,6.00000,0.000,0.000,4.170,0.000,0.000,100.510,0.000,0.000
