TIPO_IMPORTACION,ESTADO_DECLARACION,FEC_INGRESO,DISTRITO,REGIMEN,SUBPARTIDA,CODIGO_COMPLEMENTARIO,CODIGO_SUPLEMENTARIO,DESCRIPCION_ARANCELARIA,PAIS_ORIGEN,CODIGO_LIBERACION,TRATAMIENTO_PREFERENCIAL,CONVENIO_INTERNACIONAL,TIPO_UNIDAD_FISICA,PESO_NETO,FOB,FLETE,SEGURO,CIF,CANTIDAD_FISICA,SALVAGUARDIA,SALVAGUARDIA_ESPECIFICA,FODINFA,ICE_ADVALOREM,ICE_ESPECIFICO,IVA,ADVALOREM,ADVALOREM_ESPECIFICO
IMP.SMPL.,10-SALIDA AUTORIZADA,2021-03-22,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8448490000,0000,0000,Los demás,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,5.000,87.000,7.500,0.950,95.450,300.00000,0.000,0.000,0.480,0.000,0.000,12.080,4.770,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2021-10-28,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8515110000,0000,0000,SOLDADORES Y PISTOLAS PARA SOLDAR,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.250,35.400,24.500,0.600,60.500,3.00000,0.000,0.000,0.300,0.000,0.000,7.300,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2021-12-29,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,4009320000,0000,0000,Con accesorios,DE-ALEMANIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.700,59.470,4.150,0.590,64.210,2.00000,0.000,0.000,0.320,0.000,0.000,7.750,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2021-12-21,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9209920000,0000,0000,PARTES Y ACCESORIOS DE INSTRUMENTOS MUSICALES DE LA PARTIDA NO 92.02,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,1.630,129.030,2.440,1.290,132.760,20.00000,0.000,0.000,0.650,0.000,0.000,15.720,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2021-08-07,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8483609000,0000,0000,LOS DEMÁS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,5.930,388.700,8.900,3.970,401.570,4.00000,0.000,0.000,2.010,0.000,0.000,48.430,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2021-06-10,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9807203040,0000,0000,TV Mayor a 41 pero menor o igual a 50 pulg,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,11.340,330.000,17.010,3.470,350.480,1.00000,0.000,0.000,1.750,0.000,0.000,63.350,17.520,158.140
IMP.SMPL.,10-SALIDA AUTORIZADA,2021-07-05,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8483609000,0000,0000,LOS DEMÁS,DE-ALEMANIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,4.280,2607.820,6.420,26.140,2640.380,1.00000,0.000,0.000,13.200,0.000,0.000,318.430,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2021-04-18,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8483609000,0000,0000,LOS DEMÁS,SG-SINGAPUR,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,3.620,84.000,98.000,1.820,183.820,2.00000,0.000,0.000,0.920,0.000,0.000,22.170,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2021-11-15,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8474900000,0000,0000,Partes,CA-CANADA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,3.060,158.000,4.600,1.580,164.180,1.00000,0.000,0.000,0.820,0.000,0.000,19.800,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2021-06-28,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9023009000,0000,0000,LOS DEMÁS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.910,124.800,1.360,1.260,127.420,1.00000,0.000,0.000,0.640,0.000,0.000,16.130,6.370,0.000
