TIPO_IMPORTACION,ESTADO_DECLARACION,FEC_INGRESO,DISTRITO,REGIMEN,SUBPARTIDA,CODIGO_COMPLEMENTARIO,CODIGO_SUPLEMENTARIO,DESCRIPCION_ARANCELARIA,PAIS_ORIGEN,CODIGO_LIBERACION,TRATAMIENTO_PREFERENCIAL,CONVENIO_INTERNACIONAL,TIPO_UNIDAD_FISICA,TIPO_UNIDAD_COMERCIAL,PESO_NETO,FOB,FLETE,SEGURO,CIF,CANTIDAD_FISICA,CANTIDAD_COMERCIAL,SALVAGUARDIA,SALVAGUARDIA_ESPECIFICA,FODINFA,ICE_ADVALOREM,ICE_ESPECIFICO,IVA,ADVALOREM,ADVALOREM_ESPECIFICO
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-05-30,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,7415210000,0000,0000,Arandelas (incluidas las arandelas de muelle [resorte]),US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,PZA-PIEZAS,0.02,31.5,1.114,0.023,32.637,0.0231,10,0.000,0.000,0.160,0.000,0.000,4.520,4.900,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-05-07,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8708940000,0000,0000,"VOLANTES, COLUMNAS Y CAJAS DE DIRECCIÓN; SUS PARTES",DE-ALEMANIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,2.117,404.432,39.88,2.92,447.232,10,10,0.000,0.000,2.240,0.000,0.000,56.620,22.360,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-03-08,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8207800000,0000,0000,Utiles de tornear,MX-MEXICO,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,296.59,6087.54,0,16.66,6104.2,4185,4185,0.000,0.000,36.120,0.000,0.000,1001.920,1084.350,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-02-06,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3822003000,0000,0000,Materiales de referencia certificados,DE-ALEMANIA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,PZA-PIEZAS,14.26,5644.91,270.54,59.15,5974.6,14.26,26,0.000,0.000,29.880,0.000,0.000,720.540,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-04-16,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8504402000,0000,0000,ARRANCADORES ELECTRÓNICOS,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,6.06,374.56,11.54,3.86,389.96,18,18,0.000,0.000,1.950,0.000,0.000,49.370,19.500,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-02-11,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8523499000,0000,0000,Los demas,GB-REINO UNIDO DE GRAN BRETAÑA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,1.648,2,0.24,0.008,2.248,4,4,0.000,0.000,0.000,0.000,0.000,0.320,0.560,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-02-25,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8301100000,0000,0000,Candados,IT-ITALIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,0.46,64.91,2.08,0.05,67.04,2,2,0.000,0.000,0.340,0.000,0.000,9.290,10.060,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-02-26,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,7318190000,0000,0001,"LOS DEMAS_(solo para aquellas mercancías diferentes a ""pernos de cabeza de botón oval y sus tuercas""_NO INEN)",DK-DINAMARCA,NO APLICA,NO APLICA,0800-PROTOCOLO DE ADHESION DEL ECUADOR AL ACUERDO COMERCIAL MULTIPARTES CON LA UNIÓN EUROPEA,31-KILOGRAMO BRUTO,U-UNIDAD,20.286,3.644,0.072,0.002,3.718,32,32,0.000,0.000,0.020,0.000,0.000,0.520,0.540,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-06-12,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8511909000,0000,0000,LAS DEMAS,MX-MEXICO,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,0.57,52.34,1.01,0.04,53.39,1,1,0.000,0.000,0.270,0.000,0.000,6.440,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-01-18,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8511909000,0000,0000,LAS DEMAS,MX-MEXICO,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,0.57,52.38,1.53,0.04,53.95,1,1,0.000,0.000,0.270,0.000,0.000,6.510,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-02-08,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8205593000,0000,0000,Buriles y puntas,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,2.31,98.76,3.89,0.1,102.75,6,6,0.000,0.000,0.510,0.000,0.000,13.010,5.140,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-02-13,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,9030310000,0000,0000,"MULTÍMETROS, SIN DISPOSITIVO REGISTRADOR",ES-ESPAÑA,NO APLICA,NO APLICA,0800-PROTOCOLO DE ADHESION DEL ECUADOR AL ACUERDO COMERCIAL MULTIPARTES CON LA UNIÓN EUROPEA,11-NUMERO DE UNIDADES,U-UNIDAD,9.543,2457.15,269.589,27.268,2754.007,21,21,0.000,0.000,13.780,0.000,0.000,332.130,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-06-10,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,9026801100,0000,0000,CONTADORES DE CALOR DE PAR TERMOELECTRICO,FR-FRANCIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,PZA-PIEZAS,14.2,5282.377,609.463,58.914,5950.754,27,27,0.000,0.000,29.760,0.000,0.000,717.660,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-01-09,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8414809000,0000,0000,Los demás,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,179.09,12533.5,0,47.66,12581.16,2,2,0.000,0.000,66.330,0.000,0.000,1679.560,663.340,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-04-29,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,7315120090,0000,0000,Las demás,IT-ITALIA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,2.804,156.238,63.902,2.209,222.349,12,12,0.000,0.000,1.110,0.000,0.000,30.820,33.350,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-04-01,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8708702000,0000,0000,"EMBELLECEDORES DE RUEDAS (TAPACUBOS, COPAS, VASOS) Y DEMAS ACCESORIOS",FR-FRANCIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,2.96,72.391,81.104,0.38,153.875,2,2,0.000,0.000,0.770,0.000,0.000,20.400,15.390,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-03-07,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,7415210000,0000,0000,Arandelas (incluidas las arandelas de muelle [resorte]),CN-CHINA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,0.132,3.6,0,0.04,3.64,2,2,0.000,0.000,0.020,0.000,0.000,0.520,0.560,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-03-08,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8523499000,0000,0000,Los demas,DE-ALEMANIA,NO APLICA,NO APLICA,0800-PROTOCOLO DE ADHESION DEL ECUADOR AL ACUERDO COMERCIAL MULTIPARTES CON LA UNIÓN EUROPEA,11-NUMERO DE UNIDADES,U-UNIDAD,0.45,4.855,0,0.08,4.935,2,2,0.000,0.000,0.030,0.000,0.000,0.960,0.780,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-05-28,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8523499000,0000,0000,Los demas,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,1.697,229,4.202,0.11,233.312,1,1,0.000,0.000,1.170,0.000,0.000,35.140,58.330,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-02-28,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,7415210000,0000,0000,Arandelas (incluidas las arandelas de muelle [resorte]),US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,0.123,32.25,0.7,0.33,33.28,50,50,0.000,0.000,0.170,0.000,0.000,4.610,4.990,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-06-10,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8545190000,0000,0000,LOS DEMAS,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,SET-SET,4.03,1599.31,70.93,4.79,1675.03,50,50,0.000,0.000,8.380,0.000,0.000,202.010,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-06-18,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,7007290000,0000,0000,Los demás,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,82-METRO CUADRADO,U-UNIDAD,0.06,1,0.018,0.01,1.028,1,1,0.000,0.000,0.010,0.000,0.000,0.140,0.150,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-01-22,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4820409000,0000,0000,Los demás,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,64.5,104,0,5.87,109.87,4,4,0.000,0.000,2.970,0.000,0.000,92.880,177.940,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-04-15,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3302900020,0000,0000,Mezclas (incluidas las disoluciones alcohólicas) a base de una o varias sustancias odoríficas,MX-MEXICO,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,KG-KILOGRAMO ,25,447,742.4,0.713,1190.113,26.6,25,0.000,0.000,5.950,0.000,0.000,143.530,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-06-28,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4202920000,0000,0000,Con la superficie exterior de hojas de plástico o materia textil,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,7.45,290,14.34,0.47,304.81,10,10,0.000,0.000,1.520,0.000,0.000,47.690,91.360,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-04-24,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8414809000,0000,0000,Los demás,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,PZA-PIEZAS,0.908,37.5,0,0.49,37.99,50,50,0.000,0.000,0.250,0.000,0.000,6.230,2.460,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-06-18,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,7315120090,0000,0000,Las demás,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,223.333,2078.42,602.22,3.06,2683.7,223.333,2,0.000,0.000,13.420,0.000,0.000,371.960,402.560,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-01-22,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8511909000,0000,0000,LAS DEMAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,4.4,739.19,14.68,0.56,754.43,3,3,0.000,0.000,3.780,0.000,0.000,90.980,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-04-11,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,9032891100,0000,0000,PARA UNA TENSION INFERIOR O IGUAL A 260 V E INTENSI DAD INFERIOR O IGUAL A 30 A,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,0.696,12,0,0.36,12.36,2,2,0.000,0.000,0.190,0.000,0.000,4.610,1.820,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-02-01,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8708702000,0000,0000,"EMBELLECEDORES DE RUEDAS (TAPACUBOS, COPAS, VASOS) Y DEMAS ACCESORIOS",PT-PORTUGAL,NO APLICA,NO APLICA,0800-PROTOCOLO DE ADHESION DEL ECUADOR AL ACUERDO COMERCIAL MULTIPARTES CON LA UNIÓN EUROPEA,11-NUMERO DE UNIDADES,U-UNIDAD,2.169,8.393,7.367,0.033,15.793,1,1,0.000,0.000,0.080,0.000,0.000,2.000,0.790,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-02-20,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,7415210000,0000,0000,Arandelas (incluidas las arandelas de muelle [resorte]),CN-CHINA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,0.575,11.571,0,0.12,11.691,6,6,0.000,0.000,0.060,0.000,0.000,1.680,1.820,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2019-05-30,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,1701991000,0000,0000,Sacarosa químicamente pura,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,1.984,72.685,7.824,0.286,80.795,2.067,1,0.000,0.000,0.400,0.000,0.000,14.110,36.360,0.000
