TIPO_IMPORTACION,ESTADO_DECLARACION,FEC_INGRESO,DISTRITO,REGIMEN,SUBPARTIDA,CODIGO_COMPLEMENTARIO,CODIGO_SUPLEMENTARIO,DESCRIPCION_ARANCELARIA,PAIS_ORIGEN,CODIGO_LIBERACION,TRATAMIENTO_PREFERENCIAL,CONVENIO_INTERNACIONAL,TIPO_UNIDAD_FISICA,PESO_NETO,FOB,FLETE,SEGURO,CIF,CANTIDAD_FISICA,SALVAGUARDIA,SALVAGUARDIA_ESPECIFICA,FODINFA,ICE_ADVALOREM,ICE_ESPECIFICO,IVA,ADVALOREM,ADVALOREM_ESPECIFICO
IMP.SMPL.,10-SALIDA AUTORIZADA,2014-07-11,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,4202119000,0000,0000,LOS DEMAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,19.500,162.000,230.000,3.920,395.920,45.00000,0.000,0.000,1.980,0.000,0.000,62.000,118.780,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2014-12-21,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9006300000,0000,0000,"CAMARAS ESPECIALES PARA FOTOGRAFIA SUBMARINA O AEREA, EXAMEN MEDICO DE ORGANOS INTERNOS O PARA LABORATORIOS DE MEDICINA LEGAL O IDENTIFICACION JUDICIAL",US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.230,37.790,0.345,0.381,38.516,1.00000,0.000,0.000,0.190,0.000,0.000,4.640,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2014-11-19,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9405109000,0000,0000,LOS DEMAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,1.970,50.000,2.955,0.530,53.485,15.00000,0.000,0.000,0.270,0.000,0.000,8.380,16.050,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2014-01-21,055-QUITO,91-COURIER IMPORTACION,8501109100,0000,0000,DE CORRIENTE CONTINUA,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,2.000,138.460,3.000,1.415,142.875,1.00000,0.000,0.000,0.710,0.000,0.000,17.230,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2014-08-30,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8452909000,0000,0000,LAS DEMAS PARTES PARA MAQUINAS DE COSER,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,3.040,794.360,4.560,7.990,806.910,59.00000,0.000,0.000,4.030,0.000,0.000,97.310,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2014-07-21,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9404210000,0000,0000,"DE CAUCHO O PLASTICO CELULARES, RECUBIERTOS O NO",DE-ALEMANIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.400,5.620,1.500,0.070,7.190,1.00000,0.000,0.000,0.040,0.000,0.000,1.130,2.160,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2014-04-16,055-QUITO,91-COURIER IMPORTACION,8452909000,0000,0000,LAS DEMAS PARTES PARA MAQUINAS DE COSER,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,3.840,1955.480,5.760,19.612,1980.852,352.00000,0.000,0.000,9.900,0.000,0.000,238.890,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2014-01-07,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8501102000,0000,0000,MOTORES UNIVERSALES,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.220,32.750,0.330,0.330,33.410,1.00000,0.000,0.000,0.160,0.000,0.000,4.020,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2014-12-14,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9006610000,0000,0000,APARATOS DE TUBO DE DESCARGA PARA PRODUCIR DESTELLOS (FLASHES  ELECTRÓNICOS),US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,18.000,336.940,27.000,3.640,367.580,1.00000,0.000,0.000,1.840,0.000,0.000,53.150,73.520,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2014-04-07,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,4008111000,0000,0000,SIN COMBINAR CON OTRAS MATERIAS,ES-ESPAÑA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,0.450,152.670,0.680,1.530,154.880,2.00000,0.000,0.000,0.770,0.000,0.000,21.470,23.230,0.000
