TIPO_IMPORTACION,ESTADO_DECLARACION,FEC_INGRESO,DISTRITO,REGIMEN,SUBPARTIDA,CODIGO_COMPLEMENTARIO,CODIGO_SUPLEMENTARIO,DESCRIPCION_ARANCELARIA,PAIS_ORIGEN,CODIGO_LIBERACION,TRATAMIENTO_PREFERENCIAL,CONVENIO_INTERNACIONAL,TIPO_UNIDAD_FISICA,TIPO_UNIDAD_COMERCIAL,PESO_NETO,FOB,FLETE,SEGURO,CIF,CANTIDAD_FISICA,CANTIDAD_COMERCIAL,SALVAGUARDIA,SALVAGUARDIA_ESPECIFICA,FODINFA,ICE_ADVALOREM,ICE_ESPECIFICO,IVA,ADVALOREM,ADVALOREM_ESPECIFICO
IMP.GRAL.,10-SALIDA AUTORIZADA,2015-02-05,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8424901000,0000,0000,"ASPERSORES Y GOTEROS, PARA SISTEMAS DE RIEGO",ES-ESPAÑA,"0416-TRANSFERENCIAS E IMPORTACIONES CON TARIFA CERO ""IVA"", APLICA TEXTO LEGAL # 5 ART. 55 LRTI (NO APLICA PARA LISTA DE BIENES DEL ANEXO 1 D. E. 1232 - R.O. 393-2S, 31-VII-2008) - Reformado por el Art. 24 de la Ley Orgánica de Simplificación y Progresividad Tributaria (31-DIC-2019)",NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,161,21900,285.933,47.272,22233.205,365000,365000,0.000,0.000,111.170,0.000,0.000,0.000,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2015-02-10,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3822003000,0000,0000,MATERIALES DE REFERENCIA CERTIFICADOS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,8.5,3068,345.3,25,3438.3,8.5,12,0.000,0.000,17.200,0.000,0.000,414.660,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2015-01-08,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8511909000,0000,0000,LAS DEMAS,JP-JAPON,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,1.43,315.29,5.14,0.24,320.67,2,2,0.000,0.000,1.610,0.000,0.000,38.680,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2015-04-09,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3822003000,0000,0000,MATERIALES DE REFERENCIA CERTIFICADOS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,12.794,1212.497,60.055,12.321,1284.873,13.334,17,0.000,0.000,6.440,0.000,0.000,154.960,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2015-02-06,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3822003000,0000,0000,MATERIALES DE REFERENCIA CERTIFICADOS,IE-IRLANDA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,44.1,3816,310.86,11.52,4138.38,44.1,36,0.000,0.000,20.680,0.000,0.000,499.080,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2015-03-10,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8511909000,0000,0000,LAS DEMAS,FR-FRANCIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,17.694,349.638,130.847,0.727,481.212,10,10,0.000,0.000,2.400,0.000,0.000,58.040,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2015-06-25,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8708702000,0000,0000,"EMBELLECEDORES DE RUEDAS (TAPACUBOS, COPAS, VASOS) Y DEMAS ACCESORIOS",IN-INDIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,PZA-PIEZAS,0.79,17.5,0,0.044,17.544,5,5,0.000,0.000,0.110,0.000,0.000,2.930,2.210,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2015-05-06,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4202920000,0000,0000,CON LA SUPERFICIE EXTERIOR DE HOJAS DE PLASTICO O MATERIA TEXTIL,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,1.608,73.4,4.74,0.372,78.512,20,20,35.330,0.000,0.390,0.000,0.000,16.530,23.540,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2015-05-26,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8414809000,0000,0000,LOS DEMAS,CZ-REPUBLICA CHECA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,1.043,957.778,0,10.71,968.488,1,1,0.000,0.000,4.890,0.000,0.000,123.690,48.850,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2015-03-30,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8511909000,0000,0000,LAS DEMAS,TW-TAIWAN,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,0.1,160.68,0.13,0.12,160.93,5,5,0.000,0.000,0.800,0.000,0.000,19.410,0.000,0.000
