TIPO_IMPORTACION,ESTADO_DECLARACION,FEC_INGRESO,DISTRITO,REGIMEN,SUBPARTIDA,CODIGO_COMPLEMENTARIO,CODIGO_SUPLEMENTARIO,DESCRIPCION_ARANCELARIA,PAIS_ORIGEN,CODIGO_LIBERACION,TRATAMIENTO_PREFERENCIAL,CONVENIO_INTERNACIONAL,TIPO_UNIDAD_FISICA,TIPO_UNIDAD_COMERCIAL,PESO_NETO,FOB,FLETE,SEGURO,CIF,CANTIDAD_FISICA,CANTIDAD_COMERCIAL,SALVAGUARDIA,SALVAGUARDIA_ESPECIFICA,FODINFA,ICE_ADVALOREM,ICE_ESPECIFICO,IVA,ADVALOREM,ADVALOREM_ESPECIFICO
IMP.GRAL.,10-SALIDA AUTORIZADA,2014-12-10,019-GUAYAQUIL - AEREO,31-REIMP. DE MERCANCIAS EXPORTADAS TEMPORALMENTE PARA PERFECCIONAMIENTO PASIVO,9028309000,0000,0000,LOS DEMAS,CA-CANADA,"0413-Exención de tributos al comercio exterior a instituciones, empresas y organismos del sector público, incluidos los gobiernos autónomos descentralizados. Literal d) Art. 125 COPCI",NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,48,6779.58,72,68.52,6920.1,6,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2014-08-15,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8413819000,0000,0000,LAS DEMAS,IT-ITALIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,61,1114.44,0,3.53,1117.97,2,2,0.000,0.000,7.610,0.000,0.000,183.550,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2014-11-11,019-GUAYAQUIL - AEREO,75-ALMACEN ESPECIAL,9030400000,0000,0000,"LOS DEMAS INSTRUMENTOS Y APARATOS, ESPECIALMENTE CONCEBIDOS PARA TECNICAS DE TELECOMUNICACION (POR EJEMPLO: HIPSOMETROS, KERDOMETROS, DISTORSIOMETROS, SOFOMETROS)",US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,4,10,0.25,0.1,10.35,1,1,0.000,0.000,0.050,0.000,0.000,1.250,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2014-11-07,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,2818200000,0000,0000,"OXIDO DE ALUMINIO, EXCEPTO EL CORINDON ARTIFICIAL",US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,7.776,1759.23,90,20.462,1869.692,410,410,0.000,0.000,9.340,0.000,0.000,225.490,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2014-08-18,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,5801360000,0000,0000,TEJIDOS DE CHENILLA,BE-BELGICA,NO APLICA,NO APLICA,NO APLICA,82-METRO CUADRADO,M2-METRO CUADRADO,0.876,58.6,3.86,0.6,63.06,1,1,0.000,0.000,0.320,0.000,0.000,9.120,12.610,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2014-12-03,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,6204490000,0000,0000,DE LAS DEMAS MATERIAS TEXTILES,ID-INDONESIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,0.75,34.97,1.92,0.17,37.06,3,3,0.000,0.000,0.180,0.000,0.000,5.410,3.710,4.140
IMP.GRAL.,10-SALIDA AUTORIZADA,2014-08-22,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8414100000,0000,0000,BOMBAS DE VACIO,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,138.522,2298.13,275.27,25.734,2599.134,2,2,0.000,0.000,12.990,0.000,0.000,313.460,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2014-08-28,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,9604000000,0000,0000,"TAMICES, CEDAZOS Y CRIBAS, DE MANO.",US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,6.9,162.44,31.71,1.93,196.08,3,3,0.000,0.000,0.980,0.000,0.000,27.180,29.420,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2014-07-07,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,9025119000,0000,0000,LOS DEMAS,FR-FRANCIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,1.15,97.88,0,1.04,98.92,2,2,0.000,0.000,0.520,0.000,0.000,12.660,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2014-10-28,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8413819000,0000,0000,LAS DEMAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,13.636,4835,20.64,48.55,4904.19,5,5,0.000,0.000,24.520,0.000,0.000,591.450,0.000,0.000
