TIPO_IMPORTACION,ESTADO_DECLARACION,FEC_INGRESO,DISTRITO,REGIMEN,SUBPARTIDA,CODIGO_COMPLEMENTARIO,CODIGO_SUPLEMENTARIO,DESCRIPCION_ARANCELARIA,PAIS_ORIGEN,CODIGO_LIBERACION,TRATAMIENTO_PREFERENCIAL,CONVENIO_INTERNACIONAL,TIPO_UNIDAD_FISICA,PESO_NETO,FOB,FLETE,SEGURO,CIF,CANTIDAD_FISICA,SALVAGUARDIA,SALVAGUARDIA_ESPECIFICA,FODINFA,ICE_ADVALOREM,ICE_ESPECIFICO,IVA,ADVALOREM,ADVALOREM_ESPECIFICO
IMP.SMPL.,10-SALIDA AUTORIZADA,2015-01-29,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8441900000,0000,0000,PARTES,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,12.930,1500.000,400.000,19.000,1919.000,2.00000,0.000,0.000,9.600,0.000,0.000,242.950,95.950,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2015-12-01,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8534000000,0000,0000,CIRCUITOS IMPRESOS.,HK-HONG KONG,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,1.600,1354.350,2.400,13.568,1370.318,1.00000,0.000,0.000,6.850,0.000,0.000,173.480,68.520,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2015-11-10,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8409992000,0000,0000,Segmentos (anillos). Solamente para remanufacturas,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.180,23.120,2.640,0.250,26.010,4.00000,0.000,0.000,0.130,0.000,0.000,3.140,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2015-06-05,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8301409000,0000,0001,LAS DEMAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,3.890,25.000,5.830,0.310,31.140,1.00000,14.010,0.000,0.160,0.000,0.000,6.000,4.670,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2015-12-21,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,4909000000,0000,0000,"TARJETAS POSTALES IMPRESAS O ILUSTRADAS; TARJETAS IMPRESAS CON FELICITACIONES O COMUNICACIONES PERSONALES, INCLUSO CON ILUSTRACIONES, ADORNOS O APLICACIONES, O CON SOBRES.",DE-ALEMANIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.380,2.170,0.730,0.030,2.930,1.00000,1.320,0.000,0.010,0.000,0.000,0.620,0.880,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2015-08-21,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8434909000,0000,0000,LAS DEMÁS,MX-MEXICO,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,4.820,1905.900,58.870,19.640,1984.410,5.00000,0.000,0.000,9.930,0.000,0.000,239.320,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2015-04-23,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8311900000,0000,0000,LOS DEMÁS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.410,0.530,0.615,0.011,1.156,1.00000,0.000,0.000,0.010,0.000,0.000,0.150,0.120,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2015-11-09,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,5810990000,0000,0000,DE LAS DEMAS MATERIAS TEXTILES,ES-ESPAÑA,NO APLICA,NO APLICA,NO APLICA,91-METRO,8.000,190.080,31.680,2.218,223.978,4.00000,11.200,0.000,1.120,0.000,0.000,33.730,44.800,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2015-08-19,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8441900000,0000,0000,PARTES,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,21.440,2547.130,32.160,17.140,2596.430,3.00000,0.000,0.000,12.980,0.000,0.000,328.700,129.820,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2015-08-12,019-GUAYAQUIL - AEREO,96-IMPORTACION DE TRAFICO POSTAL,6505009000,0000,0000,LOS DEMAS,HK-HONG KONG,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.780,32.000,1.170,0.332,33.502,8.00000,15.080,0.000,0.170,0.000,0.000,7.060,10.050,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2015-04-14,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8441900000,0000,0000,PARTES,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,22.160,2605.090,33.240,26.390,2664.720,24.00000,0.000,0.000,13.330,0.000,0.000,337.360,133.240,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2015-05-01,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,4909000000,0000,0000,"TARJETAS POSTALES IMPRESAS O ILUSTRADAS; TARJETAS IMPRESAS CON FELICITACIONES O COMUNICACIONES PERSONALES, INCLUSO CON ILUSTRACIONES, ADORNOS O APLICACIONES, O CON SOBRES.",US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,2.770,17.500,4.160,0.220,21.880,35.00000,9.850,0.000,0.110,0.000,0.000,4.610,6.560,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2015-05-06,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8311900000,0000,0000,LOS DEMÁS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.250,570.460,0.375,5.708,576.543,2.00000,0.000,0.000,2.880,0.000,0.000,76.450,57.650,0.000
